indic_to,c_resid,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 
NGT_SP,TOTAL,M01,NR,LI	726 	902 	1093 	780 	883 
NGT_SP,TOTAL,M01,NR,LT	55905 	20933 	85286 	62978 	54159 
NGT_SP,TOTAL,M01,NR,LU	17802 	13211 	19784 	14871 	10334 
NGT_SP,TOTAL,M01,NR,LV	37011 	23236 	71593 	51101 	36958 
NGT_SP,TOTAL,M01,NR,MT	60619 	28742 	108234 	85226 	69223 
NGT_SP,TOTAL,M01,NR,NL	244362 	179502 	388720 	351155 	307522 
NGT_SP,TOTAL,M01,NR,NO	153755 	82292 	205017 	168497 	137313 
NGT_SP,TOTAL,M01,NR,PL	1126687 	260689 	1299179 	982521 	800229 
NGT_SP,TOTAL,M01,NR,PT	810912 	307051 	1151422 	955195 	780816 
NGT_SP,TOTAL,M01,NR,RO	217357 	169052 	260172 	172582 	117120 
NGT_SP,TOTAL,M01,NR,SE	187405 	131674 	159617 	121171 	95773 
NGT_SP,TOTAL,M01,NR,SI	59947 	4648 	84976 	71327 	69413 
NGT_SP,TOTAL,M01,NR,SK	105820 	18169 	203444 	156720 	131056 
NGT_SP,TOTAL,M02,NR,AT	1460950 	83199 	2121989 	1817567 	1522655 
NGT_SP,TOTAL,M02,NR,BE	426006 	362251 	468530 	328392 	273810 
NGT_SP,TOTAL,M02,NR,BG	115946 	66424 	153846 	119142 	107252 
NGT_SP,TOTAL,M02,NR,CH	779700 	597465 	758131 	552412 	504098 
NGT_SP,TOTAL,M02,NR,CY	113888 	16061 	141978 	113238 	80625 
NGT_SP,TOTAL,M02,NR,CZ	353140 	60744 	701718 	587602 	512922 
NGT_SP,TOTAL,M02,NR,DE	1727699 	517410 	2256010 	1771463 	1485907 
NGT_SP,TOTAL,M02,NR,DK	154516 	134074 	180420 	148702 	139864 
NGT_SP,TOTAL,M02,NR,EE	53017 	37237 	80492 	58198 	48285 
NGT_SP,TOTAL,M02,NR,EL	344616 	111990 	462368 	320465 	244034 
NGT_SP,TOTAL,M02,NR,ES	5050289 	1108805 	5876834 	4889462 	4250153 
NGT_SP,TOTAL,M02,NR,EU27_2020	24422299 	10165287 	27865430 	22020746 	18592014 
NGT_SP,TOTAL,M02,NR,FI	241662 	157719 	275509 	217160 	193675 
NGT_SP,TOTAL,M02,NR,FR	7918052 	5321732 	6863096 	5092539 	4198966 
NGT_SP,TOTAL,M02,NR,HR	146725 	57440 	122022 	95330 	73728 
NGT_SP,TOTAL,M02,NR,HU	320773 	58219 	519110 	389237 	322232 
NGT_SP,TOTAL,M02,NR,IE	177892 	42415 	261720 	263305 	222963 
NGT_SP,TOTAL,M02,NR,IS	75600 	13392 	120481 	159972 	176033 
NGT_SP,TOTAL,M02,NR,IT	2145502 	494587 	3008953 	2447755 	2153237 
NGT_SP,TOTAL,M02,NR,LI	1241 	861 	1553 	1231 	1213 
NGT_SP,TOTAL,M02,NR,LT	58268 	23570 	76758 	54587 	45035 
NGT_SP,TOTAL,M02,NR,LU	17745 	13635 	21731 	14911 	11062 
NGT_SP,TOTAL,M02,NR,LV	40879 	23478 	61682 	39176 	28838 
NGT_SP,TOTAL,M02,NR,MT	77774 	28330 	135458 	93777 	84467 
NGT_SP,TOTAL,M02,NR,NL	305849 	286503 	485527 	385023 	359396 
NGT_SP,TOTAL,M02,NR,NO	266870 	124992 	315770 	245127 	198150 
NGT_SP,TOTAL,M02,NR,PL	1311584 	581321 	1445043 	1094381 	831710 
NGT_SP,TOTAL,M02,NR,PT	1166543 	201666 	1348078 	1047727 	915879 
NGT_SP,TOTAL,M02,NR,RO	222764 	196703 	243048 	180280 	132912 
NGT_SP,TOTAL,M02,NR,SE	242499 	152500 	214519 	167560 	126250 
NGT_SP,TOTAL,M02,NR,SI	70546 	6167 	89822 	78983 	71889 
NGT_SP,TOTAL,M02,NR,SK	157175 	21107 	249169 	204784 	154268 
NGT_SP,TOTAL,M03,NR,AT	1168847 	86989 	673075 	1383884 	1401393 
NGT_SP,TOTAL,M03,NR,BE	451981 	278319 	243181 	414004 	361816 
NGT_SP,TOTAL,M03,NR,BG	139088 	58707 	65117 	109030 	95147 
NGT_SP,TOTAL,M03,NR,CH	549638 	402967 	274427 	494220 	456346 
NGT_SP,TOTAL,M03,NR,CY	166163 	24453 	89225 	174249 	152957 
NGT_SP,TOTAL,M03,NR,CZ	328616 	36096 	236102 	530154 	554707 
NGT_SP,TOTAL,M03,NR,DE	1923728 	659089 	1227253 	2003719 	1904198 
NGT_SP,TOTAL,M03,NR,DK	181903 	130216 	117165 	194046 	227859 
NGT_SP,TOTAL,M03,NR,EE	60426 	31260 	45832 	66444 	60020 
NGT_SP,TOTAL,M03,NR,EL	543308 	128493 	254937 	477636 	427814 
NGT_SP,TOTAL,M03,NR,ES	5421876 	1824625 	2629428 	5696901 	5817924 
NGT_SP,TOTAL,M03,NR,EU27_2020	24539750 	9481818 	11912666 	24009578 	23628485 
NGT_SP,TOTAL,M03,NR,FI	244616 	163480 	167672 	214562 	208589 
NGT_SP,TOTAL,M03,NR,FR	6287819 	4082677 	3044127 	4978269 	4833280 
NGT_SP,TOTAL,M03,NR,HR	217796 	90814 	63492 	156631 	184800 
NGT_SP,TOTAL,M03,NR,HU	386030 	58156 	242076 	466160 	437268 
NGT_SP,TOTAL,M03,NR,IE	261728 	50940 	201022 	421097 	378380 
NGT_SP,TOTAL,M03,NR,IS	94791 	16373 	70156 	173175 	205004 
NGT_SP,TOTAL,M03,NR,IT	2646902 	389952 	561096 	3061081 	3076689 
NGT_SP,TOTAL,M03,NR,LI	834 	582 	558 	1141 	1141 
NGT_SP,TOTAL,M03,NR,LT	70552 	30095 	49098 	69764 	59695 
NGT_SP,TOTAL,M03,NR,LU	20063 	14276 	15550 	18718 	13952 
NGT_SP,TOTAL,M03,NR,LV	50472 	27202 	41087 	48099 	40277 
NGT_SP,TOTAL,M03,NR,MT	105173 	26631 	68751 	126771 	132428 
NGT_SP,TOTAL,M03,NR,NL	418915 	254436 	285190 	519405 	548750 
NGT_SP,TOTAL,M03,NR,NO	258637 	131926 	145227 	240602 	226687 
NGT_SP,TOTAL,M03,NR,PL	1254399 	445362 	512375 	936114 	799463 
NGT_SP,TOTAL,M03,NR,PT	1493946 	265655 	747764 	1421553 	1440942 
NGT_SP,TOTAL,M03,NR,RO	286934 	136124 	103186 	187300 	139929 
NGT_SP,TOTAL,M03,NR,SE	230030 	163498 	130557 	151919 	139489 
NGT_SP,TOTAL,M03,NR,SI	61837 	6828 	26942 	67824 	76647 
NGT_SP,TOTAL,M03,NR,SK	116602 	17445 	71366 	114244 	114072 
NGT_SP,TOTAL,M04,NR,AT	847694 	82088 	67838 	1014608 	642029 
NGT_SP,TOTAL,M04,NR,BE	789590 	559697 	58803 	659768 	476826 
NGT_SP,TOTAL,M04,NR,BG	150882 	63080 	15858 	121615 	113749 
NGT_SP,TOTAL,M04,NR,CH	508678 	481645 	92353 	415610 	304051 
NGT_SP,TOTAL,M04,NR,CY	289926 	58758 	17353 	299397 	221841 
NGT_SP,TOTAL,M04,NR,CZ	433920 	51601 	39260 	796019 	629890 
NGT_SP,TOTAL,M04,NR,DE	3201082 	654132 	457161 	3115871 	2007613 
NGT_SP,TOTAL,M04,NR,DK	353575 	140958 	78739 	355912 	252296 
NGT_SP,TOTAL,M04,NR,EE	74269 	38129 	19614 	86211 	66942 
NGT_SP,TOTAL,M04,NR,EL	1358399 	154380 	69016 	1229992 	869957 
NGT_SP,TOTAL,M04,NR,ES	8494989 	2179303 	335224 	8330262 	6405052 
NGT_SP,TOTAL,M04,NR,EU27_2020	39086120 	9260819 	2613741 	38096664 	27942458 
NGT_SP,TOTAL,M04,NR,FI	209724 	130338 	46347 	176211 	144821 
NGT_SP,TOTAL,M04,NR,FR	9758576 	2725292 	630284 	7568503 	5543383 
NGT_SP,TOTAL,M04,NR,HR	726477 	150519 	20378 	762946 	544193 
NGT_SP,TOTAL,M04,NR,HU	491606 	61624 	39719 	755694 	568219 
NGT_SP,TOTAL,M04,NR,IE	440535 	70040 	45618 	589506 	429871 
NGT_SP,TOTAL,M04,NR,IS	98838 	16336 	7080 	126898 	146147 
NGT_SP,TOTAL,M04,NR,IT	5410443 	421057 	156300 	6121457 	4531492 
NGT_SP,TOTAL,M04,NR,LI	904 	607 	154 	1246 	913 
NGT_SP,TOTAL,M04,NR,LT	91232 	47082 	15312 	93533 	75921 
NGT_SP,TOTAL,M04,NR,LU	23991 	16521 	6549 	23206 	16967 
NGT_SP,TOTAL,M04,NR,LV	67400 	32279 	16865 	76869 	53232 
NGT_SP,TOTAL,M04,NR,MT	196760 	26459 	16334 	260118 	202365 
NGT_SP,TOTAL,M04,NR,NL	836032 	457845 	128465 	1020145 	768598 
NGT_SP,TOTAL,M04,NR,NO	275583 	93163 	39207 	229964 	167821 
NGT_SP,TOTAL,M04,NR,PL	1505913 	374515 	96993 	1366652 	1005567 
NGT_SP,TOTAL,M04,NR,PT	2490302 	408436 	128818 	2499220 	1851942 
NGT_SP,TOTAL,M04,NR,RO	328985 	150357 	22150 	284016 	192816 
NGT_SP,TOTAL,M04,NR,SE	280025 	170708 	71476 	194522 	137293 
NGT_SP,TOTAL,M04,NR,SI	120776 	8556 	3189 	163906 	108964 
NGT_SP,TOTAL,M04,NR,SK	113017 	27065 	10078 	130505 	80619 
NGT_SP,TOTAL,M05,NR,AT	720777 	229513 	94723 	811642 	742051 
NGT_SP,TOTAL,M05,NR,BE	689481 	472759 	68312 	579787 	505001 
NGT_SP,TOTAL,M05,NR,BG	165958 	102186 	25858 	134860 	130340 
NGT_SP,TOTAL,M05,NR,CH	461627 	436914 	192643 	415835 	364005 
NGT_SP,TOTAL,M05,NR,CY	313787 	116988 	21453 	351996 	320990 
NGT_SP,TOTAL,M05,NR,CZ	446513 	97761 	64424 	805177 	787021 
NGT_SP,TOTAL,M05,NR,DE	3299674 	1461948 	1381871 	3058450 	2786230 
NGT_SP,TOTAL,M05,NR,DK	351975 	162630 	113600 	400232 	439196 
NGT_SP,TOTAL,M05,NR,EE	77071 	44287 	27210 	120192 	91372 
NGT_SP,TOTAL,M05,NR,EL	1798722 	477623 	113508 	1539456 	1399320 
NGT_SP,TOTAL,M05,NR,ES	7630752 	3285789 	405696 	7606919 	6848154 
NGT_SP,TOTAL,M05,NR,EU27_2020	38792103 	18223659 	5299509 	36750474 	34465513 
NGT_SP,TOTAL,M05,NR,FI	184835 	113085 	57941 	180493 	136252 
NGT_SP,TOTAL,M05,NR,FR	9410815 	6672162 	1456300 	6740921 	6797942 
NGT_SP,TOTAL,M05,NR,HR	1161735 	344218 	65134 	1133096 	1212664 
NGT_SP,TOTAL,M05,NR,HU	467165 	95281 	58526 	733434 	637766 
NGT_SP,TOTAL,M05,NR,IE	415919 	156567 	45919 	653322 	612685 
NGT_SP,TOTAL,M05,NR,IS	114256 	31550 	9389 	138338 	192473 
NGT_SP,TOTAL,M05,NR,IT	5658232 	1423581 	237941 	5676644 	5489770 
NGT_SP,TOTAL,M05,NR,LI	1127 	718 	225 	1391 	1087 
NGT_SP,TOTAL,M05,NR,LT	101274 	81676 	35131 	129263 	106681 
NGT_SP,TOTAL,M05,NR,LU	26531 	19107 	7789 	23722 	19396 
NGT_SP,TOTAL,M05,NR,LV	71111 	41301 	24434 	111900 	78614 
NGT_SP,TOTAL,M05,NR,MT	213518 	55975 	16676 	279215 	253496 
NGT_SP,TOTAL,M05,NR,NL	736546 	667449 	256869 	840701 	868583 
NGT_SP,TOTAL,M05,NR,NO	280404 	115934 	79334 	258084 	228874 
NGT_SP,TOTAL,M05,NR,PL	1509003 	846532 	370840 	1496208 	1242294 
NGT_SP,TOTAL,M05,NR,PT	2478643 	792788 	179047 	2492017 	2301951 
NGT_SP,TOTAL,M05,NR,RO	319473 	206469 	38115 	283011 	209670 
NGT_SP,TOTAL,M05,NR,SE	303025 	179429 	100930 	241201 	200625 
NGT_SP,TOTAL,M05,NR,SI	136891 	26124 	7905 	160661 	151775 
NGT_SP,TOTAL,M05,NR,SK	102677 	50431 	23357 	165954 	95674 
NGT_SP,TOTAL,M06,NR,AT	1057235 	502863 	388831 	1251462 	864764 
NGT_SP,TOTAL,M06,NR,BE	705038 	436579 	236901 	628744 	451665 
NGT_SP,TOTAL,M06,NR,BG	279351 	167254 	77690 	335012 	329214 
NGT_SP,TOTAL,M06,NR,CH	586690 	392299 	279997 	607058 	468490 
NGT_SP,TOTAL,M06,NR,CY	387528 	258200 	60167 	507673 	443516 
NGT_SP,TOTAL,M06,NR,CZ	524519 	212464 	211673 	867511 	711886 
NGT_SP,TOTAL,M06,NR,DE	3916258 	2708778 	3190030 	3837786 	2705928 
NGT_SP,TOTAL,M06,NR,DK	469714 	207980 	188042 	504213 	434607 
NGT_SP,TOTAL,M06,NR,EE	127448 	83688 	69049 	173043 	148686 
NGT_SP,TOTAL,M06,NR,EL	3661705 	1551820 	316873 	3177235 	2657853 
NGT_SP,TOTAL,M06,NR,ES	9936725 	5677105 	1509709 	10375024 	9000485 
NGT_SP,TOTAL,M06,NR,EU27_2020	54164396 	29205659 	15555793 	53933269 	43406487 
NGT_SP,TOTAL,M06,NR,FI	275173 	221534 	152508 	268949 	221281 
NGT_SP,TOTAL,M06,NR,FR	10686348 	6673879 	3890740 	9444840 	7287319 
NGT_SP,TOTAL,M06,NR,HR	3984014 	1598619 	806026 	3747828 	3159883 
NGT_SP,TOTAL,M06,NR,HU	612443 	216098 	151499 	874387 	696877 
NGT_SP,TOTAL,M06,NR,IE	599797 	476745 	108682 	794161 	703386 
NGT_SP,TOTAL,M06,NR,IS	198874 	83025 	19674 	239774 	301797 
NGT_SP,TOTAL,M06,NR,IT	8897368 	3497052 	1252444 	8945925 	7168327 
NGT_SP,TOTAL,M06,NR,LI	1720 	855 	640 	1468 	1005 
NGT_SP,TOTAL,M06,NR,LT	164611 	153453 	108560 	180419 	142864 
NGT_SP,TOTAL,M06,NR,LU	28773 	17907 	11900 	27029 	19438 
NGT_SP,TOTAL,M06,NR,LV	117551 	64990 	67007 	147304 	116967 
NGT_SP,TOTAL,M06,NR,MT	266627 	107836 	21882 	355988 	300848 
NGT_SP,TOTAL,M06,NR,NL	824474 	547241 	536399 	991206 	814463 
NGT_SP,TOTAL,M06,NR,NO	481051 	198007 	158554 	442952 	357712 
NGT_SP,TOTAL,M06,NR,PL	2123804 	1545030 	1096534 	1954225 	1392342 
NGT_SP,TOTAL,M06,NR,PT	3190005 	1501464 	623509 	3299935 	2754867 
NGT_SP,TOTAL,M06,NR,RO	410798 	269060 	136511 	368053 	242918 
NGT_SP,TOTAL,M06,NR,SE	507728 	335860 	215385 	410523 	301675 
NGT_SP,TOTAL,M06,NR,SI	260170 	88306 	65524 	286264 	218801 
NGT_SP,TOTAL,M06,NR,SK	149191 	83854 	61718 	178530 	115627 
NGT_SP,TOTAL,M07,NR,AT	2184138 	1437365 	1388114 	1970233 	1773816 
NGT_SP,TOTAL,M07,NR,BE	1141901 	939339 	853213 	857811 	668097 
NGT_SP,TOTAL,M07,NR,BG	580748 	525647 	292717 	693822 	675214 
NGT_SP,TOTAL,M07,NR,CH	996425 	889373 	840758 	873540 	738022 
NGT_SP,TOTAL,M07,NR,CY	569699 	471600 	194795 	630141 	570285 
NGT_SP,TOTAL,M07,NR,CZ	874197 	626310 	611251 	1182738 	1079647 
NGT_SP,TOTAL,M07,NR,DE	5383015 	4758208 	4992632 	4990311 	4003170 
NGT_SP,TOTAL,M07,NR,DK	1059459 	747600 	822103 	1024898 	844155 
NGT_SP,TOTAL,M07,NR,EE	238240 	177537 	168581 	300215 	267566 
NGT_SP,TOTAL,M07,NR,EL	6674901 	4419982 	1816227 	5314012 	4592207 
NGT_SP,TOTAL,M07,NR,ES	16685480 	12796766 	8082249 	15802640 	14523369 
NGT_SP,TOTAL,M07,NR,EU27_2020	96752338 	73675646 	53001306 	85759459 	76117667 
NGT_SP,TOTAL,M07,NR,FI	473789 	435057 	315111 	407598 	328062 
NGT_SP,TOTAL,M07,NR,FR	22483470 	19358518 	15780170 	16687646 	14845184 
NGT_SP,TOTAL,M07,NR,HR	8640889 	6356593 	3708485 	7559899 	7155147 
NGT_SP,TOTAL,M07,NR,HU	1042453 	555945 	552480 	1324650 	1217585 
NGT_SP,TOTAL,M07,NR,IE	949878 	904310 	609947 	1091609 	984538 
NGT_SP,TOTAL,M07,NR,IS	282064 	167057 	93716 	324862 	379170 
NGT_SP,TOTAL,M07,NR,IT	14217582 	9821064 	5420784 	12993808 	11587560 
NGT_SP,TOTAL,M07,NR,LI	2476 	1757 	2071 	2117 	1864 
NGT_SP,TOTAL,M07,NR,LT	270296 	252056 	219372 	292229 	254104 
NGT_SP,TOTAL,M07,NR,LU	33603 	24465 	22134 	30930 	23151 
NGT_SP,TOTAL,M07,NR,LV	209526 	147135 	166375 	271958 	211294 
NGT_SP,TOTAL,M07,NR,MT	400519 	195788 	109497 	483205 	414625 
NGT_SP,TOTAL,M07,NR,NL	1176227 	975583 	1122078 	1233828 	1094475 
NGT_SP,TOTAL,M07,NR,NO	989617 	801080 	720039 	805103 	651986 
NGT_SP,TOTAL,M07,NR,PL	3701100 	2973810 	2482390 	3226601 	2576495 
NGT_SP,TOTAL,M07,NR,PT	4976653 	2679503 	1777392 	4961228 	4585550 
NGT_SP,TOTAL,M07,NR,RO	692782 	606252 	360118 	643299 	443954 
NGT_SP,TOTAL,M07,NR,SE	1185243 	933578 	654449 	902975 	676525 
NGT_SP,TOTAL,M07,NR,SI	571963 	300268 	214349 	552600 	467464 
NGT_SP,TOTAL,M07,NR,SK	334587 	255367 	264293 	328575 	254428 
NGT_SP,TOTAL,M08,NR,AT	2211791 	1772834 	1617399 	2021167 	1758331 
NGT_SP,TOTAL,M08,NR,BE	1152668 	959755 	756016 	881859 	706934 
NGT_SP,TOTAL,M08,NR,BG	626482 	686735 	469862 	806009 	726493 
NGT_SP,TOTAL,M08,NR,CH	972324 	879266 	755636 	878800 	734019 
NGT_SP,TOTAL,M08,NR,CY	608274 	536712 	344319 	708338 	625108 
NGT_SP,TOTAL,M08,NR,CZ	843519 	638420 	659565 	1200552 	1063756 
NGT_SP,TOTAL,M08,NR,DE	5260569 	5130711 	5438919 	4840332 	3879098 
NGT_SP,TOTAL,M08,NR,DK	847620 	649457 	595195 	799329 	755662 
NGT_SP,TOTAL,M08,NR,EE	178532 	139859 	133070 	240803 	211186 
NGT_SP,TOTAL,M08,NR,EL	7021638 	5388074 	3008115 	6093887 	5096128 
NGT_SP,TOTAL,M08,NR,ES	18343437 	15953135 	11542368 	18870600 	16839627 
NGT_SP,TOTAL,M08,NR,EU27_2020	102328421 	88391014 	71996057 	96922990 	83546771 
NGT_SP,TOTAL,M08,NR,FI	338107 	272587 	201457 	354270 	289913 
NGT_SP,TOTAL,M08,NR,FR	25839068 	22832112 	21625519 	20580331 	17581413 
NGT_SP,TOTAL,M08,NR,HR	8625095 	7749584 	4588142 	8378040 	7391293 
NGT_SP,TOTAL,M08,NR,HU	1078715 	758737 	715024 	1503649 	1310083 
NGT_SP,TOTAL,M08,NR,IE	944161 	856057 	791043 	1167128 	1088220 
NGT_SP,TOTAL,M08,NR,IS	286860 	179991 	85143 	332087 	402188 
NGT_SP,TOTAL,M08,NR,IT	14822024 	13105719 	10202968 	14477242 	12557755 
NGT_SP,TOTAL,M08,NR,LI	2345 	2126 	2143 	2472 	2045 
NGT_SP,TOTAL,M08,NR,LT	255807 	218573 	204932 	301466 	242280 
NGT_SP,TOTAL,M08,NR,LU	31801 	26218 	20694 	28478 	21720 
NGT_SP,TOTAL,M08,NR,LV	190601 	139141 	157687 	266837 	204576 
NGT_SP,TOTAL,M08,NR,MT	435282 	250452 	186279 	535955 	445390 
NGT_SP,TOTAL,M08,NR,NL	1193438 	1046477 	1150176 	1285812 	1153351 
NGT_SP,TOTAL,M08,NR,NO	745287 	418439 	321448 	652939 	566158 
NGT_SP,TOTAL,M08,NR,PL	3546450 	3101997 	2799550 	3263899 	2518201 
NGT_SP,TOTAL,M08,NR,PT	5318064 	4037682 	3340558 	5844391 	5180347 
NGT_SP,TOTAL,M08,NR,RO	796848 	769748 	486882 	809332 	594991 
NGT_SP,TOTAL,M08,NR,SE	862853 	681865 	400797 	666826 	515170 
NGT_SP,TOTAL,M08,NR,SI	613887 	408357 	255535 	624189 	513468 
NGT_SP,TOTAL,M08,NR,SK	341690 	280016 	303986 	372269 	276277 
NGT_SP,TOTAL,M09,NR,AT	1087991 	844133 	679588 	928919 	857485 
NGT_SP,TOTAL,M09,NR,BE	735043 	574810 	443895 	570524 	463259 
NGT_SP,TOTAL,M09,NR,BG	240256 	210156 	202395 	261950 	262139 
NGT_SP,TOTAL,M09,NR,CH	560702 	514297 	458602 	509235 	435999 
NGT_SP,TOTAL,M09,NR,CY	429721 	395023 	143850 	548445 	515472 
NGT_SP,TOTAL,M09,NR,CZ	532084 	382192 	303499 	760276 	736367 
NGT_SP,TOTAL,M09,NR,DE	3861873 	3706284 	3906240 	3599161 	3159526 
NGT_SP,TOTAL,M09,NR,DK	344341 	281094 	252622 	333035 	356913 
NGT_SP,TOTAL,M09,NR,EE	81671 	64271 	48384 	102446 	84094 
NGT_SP,TOTAL,M09,NR,EL	3827090 	2676681 	1338627 	3238324 	2825333 
NGT_SP,TOTAL,M09,NR,ES	9938873 	7666572 	3568722 	10038818 	9262410 
NGT_SP,TOTAL,M09,NR,EU27_2020	51867862 	40272082 	26808780 	47721484 	43132226 
NGT_SP,TOTAL,M09,NR,FI	234723 	190696 	136489 	209368 	167907 
NGT_SP,TOTAL,M09,NR,FR	9799031 	7914415 	6014067 	7577137 	6787588 
NGT_SP,TOTAL,M09,NR,HR	3103031 	2497730 	684558 	2545218 	2435784 
NGT_SP,TOTAL,M09,NR,HU	560196 	396828 	156395 	780978 	686189 
NGT_SP,TOTAL,M09,NR,IE	485044 	356800 	351319 	602139 	608793 
NGT_SP,TOTAL,M09,NR,IS	175562 	123822 	18766 	196850 	268842 
NGT_SP,TOTAL,M09,NR,IT	9000788 	6320742 	4089693 	8180590 	7281906 
NGT_SP,TOTAL,M09,NR,LI	1495 	1252 	1672 	1692 	1234 
NGT_SP,TOTAL,M09,NR,LT	109399 	95933 	78058 	120370 	100558 
NGT_SP,TOTAL,M09,NR,LU	29055 	22017 	18317 	25233 	20500 
NGT_SP,TOTAL,M09,NR,LV	82215 	60744 	45964 	94430 	76589 
NGT_SP,TOTAL,M09,NR,MT	281890 	191586 	86928 	370281 	318364 
NGT_SP,TOTAL,M09,NR,NL	769391 	652839 	644984 	824009 	763650 
NGT_SP,TOTAL,M09,NR,NO	330923 	219236 	148618 	287219 	250946 
NGT_SP,TOTAL,M09,NR,PL	1887850 	1605970 	1402405 	1604515 	1391870 
NGT_SP,TOTAL,M09,NR,PT	3304953 	2213404 	1543805 	3359622 	3097596 
NGT_SP,TOTAL,M09,NR,RO	393811 	389199 	265699 	383808 	292517 
NGT_SP,TOTAL,M09,NR,SE	320942 	249441 	181639 	241659 	210526 
NGT_SP,TOTAL,M09,NR,SI	260129 	186621 	97945 	261310 	235716 
NGT_SP,TOTAL,M09,NR,SK	166471 	125901 	122693 	158919 	133175 
NGT_SP,TOTAL,M10,NR,AT	930546 	708797 	335962 	878442 	715781 
NGT_SP,TOTAL,M10,NR,BE	824277 	646095 	324861 	661484 	512846 
NGT_SP,TOTAL,M10,NR,BG	152681 	98222 	82187 	127500 	109717 
NGT_SP,TOTAL,M10,NR,CH	530993 	549819 	427804 	444514 	358673 
NGT_SP,TOTAL,M10,NR,CY	437681 	422480 	133518 	470594 	412943 
NGT_SP,TOTAL,M10,NR,CZ	544709 	363944 	115473 	844070 	708630 
NGT_SP,TOTAL,M10,NR,DE	3903666 	3883249 	3757272 	3843674 	2960508 
NGT_SP,TOTAL,M10,NR,DK	346210 	338960 	262095 	334215 	304241 
NGT_SP,TOTAL,M10,NR,EE	82228 	68279 	41708 	99836 	81675 
NGT_SP,TOTAL,M10,NR,EL	1804605 	1555000 	825076 	1511563 	1177057 
NGT_SP,TOTAL,M10,NR,ES	8427322 	7192069 	2282500 	8064429 	7438260 
NGT_SP,TOTAL,M10,NR,EU27_2020	41217684 	33472194 	18445829 	37510350 	31947547 
NGT_SP,TOTAL,M10,NR,FI	212824 	190564 	143173 	197099 	160052 
NGT_SP,TOTAL,M10,NR,FR	8729998 	7360280 	5091318 	6451006 	5494690 
NGT_SP,TOTAL,M10,NR,HR	847939 	607485 	171651 	757103 	632054 
NGT_SP,TOTAL,M10,NR,HU	539131 	389004 	129256 	729741 	607737 
NGT_SP,TOTAL,M10,NR,IE	373904 	314990 	106348 	490967 	496130 
NGT_SP,TOTAL,M10,NR,IS	146890 	108081 	11424 	160109 	216265 
NGT_SP,TOTAL,M10,NR,IT	6534702 	4427455 	1909249 	6021192 	4938337 
NGT_SP,TOTAL,M10,NR,LI	1420 	1028 	971 	1372 	1035 
NGT_SP,TOTAL,M10,NR,LT	92906 	80634 	57325 	91901 	74620 
NGT_SP,TOTAL,M10,NR,LU	30383 	23453 	17323 	26598 	20304 
NGT_SP,TOTAL,M10,NR,LV	77252 	54504 	38051 	80250 	60462 
NGT_SP,TOTAL,M10,NR,MT	243113 	178122 	70324 	334726 	286114 
NGT_SP,TOTAL,M10,NR,NL	816566 	728072 	435353 	859628 	763490 
NGT_SP,TOTAL,M10,NR,NO	279906 	228760 	139244 	232738 	199339 
NGT_SP,TOTAL,M10,NR,PL	1680989 	1236703 	784800 	1358589 	1080394 
NGT_SP,TOTAL,M10,NR,PT	2647786 	1967000 	897937 	2451238 	2298706 
NGT_SP,TOTAL,M10,NR,RO	379957 	237140 	161413 	322312 	219696 
NGT_SP,TOTAL,M10,NR,SE	275003 	228681 	206827 	208997 	174039 
NGT_SP,TOTAL,M10,NR,SI	139224 	81218 	21601 	137991 	112664 
NGT_SP,TOTAL,M10,NR,SK	142082 	89794 	43228 	155205 	106400 
NGT_SP,TOTAL,M11,NR,AT	580783 	345836 	93897 	594297 	519229 
NGT_SP,TOTAL,M11,NR,BE	577032 	494403 	289369 	484036 	387306 
NGT_SP,TOTAL,M11,NR,BG	112862 	63978 	42740 	91035 	76226 
NGT_SP,TOTAL,M11,NR,CH	290917 	267306 	202720 	258481 	216474 
NGT_SP,TOTAL,M11,NR,CY	203421 	208692 	44231 	183372 	148969 
NGT_SP,TOTAL,M11,NR,CZ	350181 	232653 	51882 	516493 	458768 
NGT_SP,TOTAL,M11,NR,DE	2037155 	1763870 	705909 	1980235 	1628763 
NGT_SP,TOTAL,M11,NR,DK	185108 	174161 	88014 	189285 	197072 
NGT_SP,TOTAL,M11,NR,EE	60620 	53922 	33367 	87231 	65872 
NGT_SP,TOTAL,M11,NR,EL	572600 	507879 	166801 	525809 	411599 
NGT_SP,TOTAL,M11,NR,ES	5463886 	4631647 	1145069 	5115101 	4614588 
NGT_SP,TOTAL,M11,NR,EU27_2020	23921392 	19792501 	6039150 	21390040 	18365997 
NGT_SP,TOTAL,M11,NR,FI	190021 	155622 	91453 	184971 	156968 
NGT_SP,TOTAL,M11,NR,FR	5794285 	5163967 	1423591 	4136930 	3442883 
NGT_SP,TOTAL,M11,NR,HR	204009 	149498 	81396 	147071 	136401 
NGT_SP,TOTAL,M11,NR,HU	423482 	335258 	66773 	543666 	435436 
NGT_SP,TOTAL,M11,NR,IE	248446 	182848 	53430 	292582 	316511 
NGT_SP,TOTAL,M11,NR,IS	94974 	67189 	6713 	101412 	141155 
NGT_SP,TOTAL,M11,NR,IT	2813305 	2112223 	407905 	2652655 	2291911 
NGT_SP,TOTAL,M11,NR,LI	627 	736 	457 	788 	597 
NGT_SP,TOTAL,M11,NR,LT	71067 	58789 	34237 	80128 	60855 
